mean_daily_pnl,std_daily_pnl,worst_day_pnl,best_day_pnl,prob_losing_day,total_days,days_traded
0.2837901127817713,1.499198727652157,-2.1075976081192493,6.83127681959041,0.46774193548387094,124,123
