timestamp_open,ticket,symbol,position,volume,entry_price,sl,tp,timestamp_close,exit_price,commission,swap,pnl_actual,pnl_net,return_pct_actual
2026-03-06 17:40:04,1518281500,USTEC,buy,0.5,24841.6,24736.75,25165.35,2026-03-06 17:50:54,24737.6,0.0,0.0,-52.0,-52.0,-0.41865258276439526
2026-03-09 16:40:04,1521409405,USTEC,buy,0.5,24363.2,24270.58,24647.46,2026-03-09 18:30:10,24607.9,0.0,0.0,122.35,122.35,1.0043836606028793
2026-03-10 16:30:22,1524004657,USTEC,buy,0.5,25010.2,24897.25,25299.05,2026-03-10 17:01:05,24895.3,0.0,0.0,-57.45,-57.45,-0.4594125596756582
2026-03-10 17:10:11,1524139464,USTEC,sell,0.4,24881.2,24991.06,24542.81,2026-03-10 17:26:16,24992.7,0.0,0.0,-44.6,-44.6,-0.448129511438355
2026-03-11 17:30:06,1526616070,USTEC,sell,0.7,25003.9,25075.73,24794.41,2026-03-11 18:30:05,24915.6,0.0,0.0,61.81,61.81,0.3531449093941461
2026-03-13 17:20:09,1531649138,USTEC,buy,0.6,24663.1,24583.26,24901.83,2026-03-13 17:44:28,24582.6,0.0,0.0,-48.3,-48.3,-0.3263985468169046
2026-03-13 17:50:19,1531736660,USTEC,sell,0.6,24568.6,24661.09,24330.72,2026-03-13 18:30:03,24454.1,0.0,0.0,68.7,68.7,0.4660420211163844
2026-03-16 16:40:10,1534959489,USTEC,sell,0.5,24660.1,24754.53,24376.41,2026-03-16 18:30:06,24705.6,0.0,0.0,-22.75,-22.75,-0.18450857863512315
2026-03-17 16:30:08,1537211069,USTEC,buy,0.8,24740.2,24674.0,24940.0,2026-03-17 18:30:26,24791.2,0.0,0.0,40.8,40.8,0.20614223005472873
2026-03-18 16:30:27,1539468135,USTEC,sell,0.9,24719.6,24771.8,24554.6,2026-03-18 18:30:05,24661.5,0.0,0.0,52.29,52.29,0.23503616563374224
2026-03-19 16:30:06,1542363078,USTEC,sell,0.8,24142.1,24202.5,23961.3,2026-03-19 16:41:49,24211.4,0.0,0.0,-55.44,-55.44,-0.2870504222913621
2026-03-19 18:20:00,1542752916,USTEC,buy,0.5,24265.6,24157.63,24583.51,2026-03-19 18:30:05,24232.7,0.0,0.0,-16.45,-16.45,-0.13558288276406855
2026-03-20 16:50:02,1545277352,USTEC,sell,0.6,24191.4,24270.21,23956.98,2026-03-20 18:30:03,24047.6,0.0,0.0,86.28,86.28,0.5944261183726568
2026-03-23 16:40:07,1549974953,USTEC,sell,0.6,24315.1,24408.33,24061.41,2026-03-23 17:13:58,24409.8,0.0,0.0,-56.82,-56.82,-0.3894699178699686
2026-03-23 17:50:10,1550279013,USTEC,buy,0.6,24399.9,24318.04,24653.47,2026-03-23 18:30:07,24410.6,0.0,0.0,6.42,6.42,0.04385263874031078
2026-03-25 17:40:28,1556504283,USTEC,sell,0.5,24266.7,24364.13,23948.81,2026-03-26 01:03:36,24140.9,0.0,-0.15,62.9,62.75,0.5184058813105996
2026-03-26 16:30:05,1558313055,USTEC,sell,0.6,23917.1,24002.61,23659.76,2026-03-26 16:52:15,24003.3,0.0,0.0,-51.72,-51.72,-0.3604115883614683
2026-03-30 17:10:04,1564321682,USTEC,sell,0.7,23174.8,23246.64,22953.69,2026-03-30 18:05:02,23245.5,0.0,0.0,-49.49,-49.49,-0.30507275143690876
2026-03-30 18:10:03,1564508073,USTEC,sell,0.6,23170.9,23248.34,22936.57,2026-03-30 18:30:10,23148.8,0.0,0.0,13.26,13.26,0.09537825462110744
2026-03-31 16:40:04,1567065820,USTEC,sell,0.6,23254.7,23335.73,23014.01,2026-03-31 16:49:29,23337.9,0.0,0.0,-49.92,-49.92,-0.3577771375248906
