datetime,open,high,low,close,volume
2022-08-22 10:55:00-04:00,14477.5,14485.0,14473.75,14481.75,996
2022-08-22 11:00:00-04:00,14481.5,14484.25,14473.75,14474.75,860
2022-08-22 11:05:00-04:00,14474.5,14481.75,14471.25,14479.75,1448
2022-08-22 11:10:00-04:00,14480.0,14486.5,14477.0,14485.25,1127
2022-08-22 11:15:00-04:00,14484.75,14489.25,14478.25,14484.25,1891
2022-08-22 11:20:00-04:00,14484.5,14492.0,14483.0,14489.5,1428
2022-08-22 11:25:00-04:00,14490.0,14493.75,14482.25,14487.25,1477
2022-08-22 11:30:00-04:00,14487.25,14494.75,14476.75,14490.0,3141
2022-08-23 09:30:00-04:00,14333.5,14336.5,14325.25,14328.5,367
2022-08-23 09:35:00-04:00,14328.25,14339.5,14327.5,14331.25,574
2022-08-23 09:40:00-04:00,14331.5,14338.25,14328.25,14337.0,512
2022-08-23 09:45:00-04:00,14336.5,14337.0,14331.75,14335.75,236
2022-08-23 09:50:00-04:00,14335.75,14345.75,14327.5,14343.5,756
2022-08-23 09:55:00-04:00,14342.5,14359.75,14338.5,14352.75,1446
2022-08-23 10:00:00-04:00,14350.75,14354.0,14342.5,14351.5,739
2022-08-23 10:05:00-04:00,14350.75,14357.5,14345.25,14356.0,892
2022-08-23 10:10:00-04:00,14356.0,14358.75,14348.75,14351.5,577
2022-08-23 10:15:00-04:00,14351.25,14351.75,14343.25,14347.0,786
2022-08-23 10:20:00-04:00,14347.25,14350.0,14339.25,14342.0,815
2022-08-23 10:25:00-04:00,14342.75,14345.5,14328.5,14333.25,1405
2022-08-23 10:30:00-04:00,14333.25,14342.0,14330.25,14342.0,832
2022-08-23 10:35:00-04:00,14342.0,14345.0,14323.25,14330.5,1646
2022-08-23 10:40:00-04:00,14331.0,14331.0,14308.0,14309.75,1911
2022-08-23 10:45:00-04:00,14308.75,14325.25,14307.75,14319.75,1430
2022-08-23 10:50:00-04:00,14319.75,14325.25,14312.5,14313.75,1054
2022-08-23 10:55:00-04:00,14313.25,14322.25,14309.25,14319.5,1238
2022-08-23 11:00:00-04:00,14319.5,14321.25,14309.5,14310.0,1270
2022-08-23 11:05:00-04:00,14310.75,14313.0,14288.25,14291.5,2940
2022-08-23 11:10:00-04:00,14292.0,14303.5,14289.0,14297.75,1556
2022-08-23 11:15:00-04:00,14297.5,14299.25,14288.25,14298.0,1162
2022-08-23 11:20:00-04:00,14297.5,14299.25,14293.25,14297.0,1109
2022-08-23 11:25:00-04:00,14297.0,14310.0,14296.25,14307.25,1629
2022-08-23 11:30:00-04:00,14307.25,14312.0,14299.75,14308.0,2119
2022-08-24 09:30:00-04:00,14305.0,14312.5,14298.0,14312.0,602
2022-08-24 09:35:00-04:00,14311.5,14321.0,14308.25,14311.75,820
2022-08-24 09:40:00-04:00,14311.75,14320.0,14307.0,14316.25,470
2022-08-24 09:45:00-04:00,14316.25,14322.75,14312.25,14322.25,574
2022-08-24 09:50:00-04:00,14321.5,14338.75,14318.75,14336.5,1506
