timestamp,equity,drawdown
2025-09-01 15:20:00+00:00,0.9981024096833551,0.0
2025-09-01 15:30:00+00:00,0.9981024096833551,0.0
2025-09-02 13:30:00+00:00,1.0127151930382405,0.0
2025-09-02 13:40:00+00:00,1.0127151930382405,0.0
2025-09-02 13:50:00+00:00,1.0127151930382405,0.0
2025-09-02 14:00:00+00:00,1.0127151930382405,0.0
2025-09-02 14:10:00+00:00,1.0127151930382405,0.0
2025-09-02 14:20:00+00:00,1.0127151930382405,0.0
2025-09-02 14:30:00+00:00,1.0127151930382405,0.0
2025-09-02 14:40:00+00:00,1.0127151930382405,0.0
2025-09-02 14:50:00+00:00,1.0127151930382405,0.0
2025-09-02 15:00:00+00:00,1.0127151930382405,0.0
2025-09-02 15:10:00+00:00,1.0127151930382405,0.0
2025-09-02 15:20:00+00:00,1.0127151930382405,0.0
2025-09-02 15:30:00+00:00,1.0124423815687633,-0.0002693861722946595
2025-09-03 13:30:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 13:40:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 13:50:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 14:00:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 14:10:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 14:20:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 14:30:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 14:40:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 14:50:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 15:00:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 15:10:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 15:20:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-03 15:30:00+00:00,1.0082531613148977,-0.004406008475054368
2025-09-04 13:30:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 13:40:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 13:50:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 14:00:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 14:10:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 14:20:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 14:30:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 14:40:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 14:50:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 15:00:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 15:10:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 15:20:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-04 15:30:00+00:00,1.0126062991652474,-0.00010752665087060135
2025-09-05 13:30:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 13:40:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 13:50:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 14:00:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 14:10:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 14:20:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 14:30:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 14:40:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 14:50:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 15:00:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 15:10:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 15:20:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-05 15:30:00+00:00,1.0071363650234164,-0.0055087827783911435
2025-09-08 13:30:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 13:40:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 13:50:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 14:00:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 14:10:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 14:20:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 14:30:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 14:40:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 14:50:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 15:00:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 15:10:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 15:20:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-08 15:30:00+00:00,1.0045765881214903,-0.008036420281534088
2025-09-09 13:30:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 13:40:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 13:50:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 14:00:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 14:10:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 14:20:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 14:30:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 14:40:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 14:50:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 15:00:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 15:10:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 15:20:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-09 15:30:00+00:00,1.0063046442566732,-0.006330060836092603
2025-09-10 13:30:00+00:00,1.0007863116112472,-0.0117791077975295
2025-09-10 13:40:00+00:00,1.0007863116112472,-0.0117791077975295
2025-09-10 13:50:00+00:00,1.0007863116112472,-0.0117791077975295
2025-09-10 14:00:00+00:00,1.0007863116112472,-0.0117791077975295
